time0,eta0,time1,eta1,time2,eta2,time3,eta3,time4,eta4,time5,eta5,time6,eta6,time7,eta7,time8,eta8,time9,eta9,time10,eta10,time11,eta11,time12,eta12,time13,eta13,time14,eta14,time15,eta15,time16,eta16,time17,eta17,time18,eta18,time19,eta19,time20,eta20,time21,eta21,time22,eta22,time23,eta23,time24,eta24,time25,eta25,time26,eta26,time27,eta27,time28,eta28,time29,eta29,time30,eta30,time31,eta31,time32,eta32,time33,eta33,time34,eta34
0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2
0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2
5.333333333333333,176.4,5.666666666666667,165.6,6.0,154.8,5.0,187.2,5.333333333333333,176.4,5.666666666666667,165.6,6.0,154.8,5.0,187.2,5.741666666666666,176.4,5.741666666666666,165.6,10.075,154.8,5.0,187.2,5.333333333333333,176.4,5.666666666666667,165.6,6.0,154.8,5.0,187.2,5.333333333333333,176.4,5.741666666666666,165.6,6.358333333333333,154.8,5.0,187.2,5.333333333333333,176.4,5.666666666666667,165.6,6.0,154.8,5.0,187.2,5.741666666666666,176.4,5.741666666666666,165.6,9.741666666666667,154.8,5.0,187.2,21.991666666666667,176.4,21.991666666666667,165.6,22.325,154.8,5.0,187.2,5.333333333333333,176.4,5.666666666666667,165.6,6.0,154.8
5.333333333333333,176.4,5.666666666666667,165.6,6.0,154.8,5.0,187.2,5.333333333333333,176.4,5.666666666666667,165.6,6.0,154.8,5.0,187.2,5.741666666666666,176.4,5.741666666666666,165.6,10.309700038421427,368.37703496349945,5.0,187.2,5.333333333333333,176.4,5.666666666666667,165.6,6.0,154.8,5.0,187.2,5.333333333333333,176.4,5.741666666666666,165.6,6.358333333333333,154.8,5.0,187.2,5.333333333333333,176.4,5.666666666666667,165.6,6.0,154.8,5.0,187.2,5.741666666666666,176.4,5.741666666666666,165.6,9.741666666666667,154.8,5.199132773478237,368.4108238651953,22.202655195125967,368.39956089796283,21.991666666666667,165.6,22.55970003842143,368.37703496350105,5.0,187.2,5.333333333333333,176.4,5.666666666666667,165.6,6.0,154.8
6.408333333333333,154.26,6.408333333333333,143.46,8.075,132.66,5.741666666666666,176.94,9.741666666666667,166.14,9.741666666666667,155.34,9.741666666666667,144.54000000000002,11.208333333333334,171.81,11.208333333333334,161.00999999999996,11.9,150.21,13.116666666666667,353.21,8.075,133.47,9.116666666666667,122.67000000000002,9.741666666666667,111.87,10.075,101.07000000000002,5.808333333333334,173.15999999999997,6.358333333333333,162.36,6.475,151.56,7.025,140.76,5.225,179.91,5.741666666666666,169.10999999999999,6.358333333333333,158.31,6.358333333333333,147.51000000000002,9.741666666666667,171.54000000000002,11.208333333333334,160.74000000000004,11.208333333333334,149.93999999999997,11.208333333333334,139.14000000000004,23.0,335.93,23.0,346.72999999999996,23.0,154.53000000000006,23.0,368.33,7.025,136.98,7.383333333333334,126.17999999999998,7.716666666666667,115.38,8.075,104.58000000000001
6.643626159503815,368.3764718151383,6.408333333333333,143.46,8.075,132.66,5.952062407376914,368.4001240463256,9.96391816235798,368.3888610790939,9.741666666666667,155.34,9.741666666666667,144.54000000000002,11.208333333333334,171.81,11.208333333333334,161.00999999999996,11.9,150.21,13.629666666666667,368.59999999999997,8.333115154509029,368.354790603217,9.38663757615676,368.3435276359845,9.741666666666667,111.87,10.075,101.07000000000002,6.022878588286954,368.3961820077943,6.358333333333333,162.36,6.713256764915747,368.37365607333015,7.025,140.76,5.4321354080904545,368.4032213623139,5.741666666666666,169.10999999999999,6.408333333333333,203.80999999999983,6.358333333333333,147.51000000000002,9.741666666666667,171.54000000000002,11.208333333333334,160.74000000000004,11.208333333333334,149.93999999999997,11.208333333333334,139.14000000000004,23.0,335.93,23.0,346.72999999999996,23.0,154.53000000000006,23.0,368.33,7.279262034140183,368.3584510675664,7.649451122454581,368.34718810033473,7.994640210768978,368.33592513310305,8.075,104.58000000000001
8.516666666666667,354.55999999999995,9.741666666666667,129.42000000000002,11.208333333333334,118.61999999999999,18.683333333333334,182.57000000000002,18.683333333333334,182.56999999999996,20.908333333333335,0.0,18.683333333333334,0.0,14.591666666666667,155.88,13.783333333333333,145.08,14.591666666666667,134.28,14.441666666666666,352.66999999999996,10.216666666666667,350.78,10.216666666666667,350.78,11.283333333333333,94.04999999999998,11.283333333333333,83.25000000000006,6.858333333333333,354.55999999999995,7.383333333333334,148.32,7.983333333333333,354.56,8.075,126.71999999999998,6.233333333333333,352.66999999999996,7.025,153.18,7.025,187.92749999999984,7.383333333333334,131.58,13.45,155.61,13.783333333333333,144.8100000000001,13.45,134.00999999999996,13.783333333333333,123.21000000000004,24.0,303.8,24.0,314.59999999999997,24.0,122.40000000000003,23.991666666666667,336.2,7.983333333333333,362.65999999999997,7.983333333333333,362.65999999999997,8.516666666666667,362.66,9.116666666666667,98.64
8.516666666666667,354.55999999999995,9.741666666666667,129.42000000000002,11.283333333333333,186.86999999999932,18.887548712882158,368.4059953894298,18.683333333333334,182.56999999999996,21.312965859816675,368.2155990998393,18.683333333333334,0.0,14.82518112958999,368.37816126022335,13.783333333333333,145.08,14.591666666666667,134.28,14.441666666666666,352.66999999999996,10.810666666666666,368.59999999999997,10.216666666666667,350.78,11.584721993523244,368.313680772819,11.283333333333333,83.25000000000006,7.326333333333334,368.59999999999997,7.383333333333334,148.32,8.041666666666666,356.31,8.075,126.71999999999998,6.764333333333334,368.59999999999997,7.025,153.18,7.025,187.92749999999984,7.383333333333334,131.58,13.45,155.61,14.028999945112245,368.36661671880995,13.45,134.00999999999996,13.783333333333333,123.21000000000004,24.0,303.8,24.0,314.59999999999997,24.0,122.40000000000003,23.991666666666667,336.2,7.983333333333333,362.65999999999997,7.983333333333333,362.65999999999997,8.714666666666666,368.59999999999997,9.116666666666667,98.64
11.4,342.14,11.9,116.99999999999997,13.45,174.52124999999936,23.0,300.83000000000004,23.0,125.59999999999998,23.0,322.42999999999995,23.0,0.0,18.016666666666666,356.45,17.25,132.93,18.683333333333334,122.13,18.016666666666666,340.52,19.75,349.4299999999999,19.75,331.61,19.75,349.43,20.908333333333335,64.08,8.041666666666666,356.98999999999995,8.075,136.70999999999998,8.516666666666667,344.7,9.45,115.11000000000001,7.375,356.98999999999995,8.075,141.57,8.075,176.31749999999982,8.216666666666667,119.97000000000001,15.808333333333334,141.84,17.333333333333332,354.8299999999999,15.808333333333334,120.24,17.25,109.44000000000001,nan,nan,nan,nan,nan,nan,nan,nan,9.016666666666667,347.53999999999996,9.216666666666667,347.53999999999996,9.766666666666667,353.48,10.075,83.52
12.282,368.59999999999997,12.176195180855151,368.3376145781872,13.663050935836214,368.3976016109548,23.0,300.83000000000004,23.0,125.59999999999998,23.0,322.42999999999995,23.0,0.0,18.291666666666668,364.70000000000005,17.25,132.93,18.683333333333334,122.13,18.016666666666666,340.52,20.125,360.6799999999999,19.75,331.61,19.75,349.43,20.908333333333335,64.08,8.428666666666667,368.59999999999997,8.075,136.70999999999998,8.516666666666667,344.7,9.516666666666667,175.77666666666806,7.7620000000000005,368.59999999999997,8.075,141.57,8.075,176.31749999999982,8.489601514902025,368.34071189417637,16.057260277732038,368.36351940282077,17.583333333333332,362.3299999999999,15.808333333333334,120.24,17.534494209341897,368.32973050112645,nan,nan,nan,nan,nan,nan,nan,nan,9.016666666666667,347.53999999999996,9.216666666666667,347.53999999999996,9.766666666666667,353.48,10.075,83.52
