Best,Active,Candidate
560860160,1872048300,1872048300
560830200,682911170,682911170
560830200,913770000,913770000
560830200,1013693500,1013693500
560830200,1173442200,1173442200
560830200,2058334000,2058334000
560830200,1220914200,1220914200
560830200,1273722000,1273722000
560830200,1047352100,1047352100
560830200,1345211400,1345211400
560830200,1507233200,1507233200
560830200,2080883200,2080883200
560830200,1132159100,1132159100
560830200,1962549100,1962549100
560830200,1120397700,1120397700
560830200,2066526000,2066526000
560830200,1132360300,1132360300
560830200,1473034900,1473034900
560830200,1126161400,1126161400
560830200,1154833000,1154833000
560830200,1048851400,1048851400
560830200,1059369100,1059369100
560830200,951615940,951615940
560830200,1030009300,1030009300
560830200,1091983100,1091983100
560830200,1081429400,1081429400
560830200,1052728260,1052728260
560830200,1395867900,1395867900
560830200,1159364000,1159364000
560830200,1218480500,1218480500
560830200,1941595300,1941595300
560830200,1059594700,1059594700
560830200,1221793800,1221793800
560830200,1182582400,1182582400
560830200,1567570700,1567570700
560830200,1576980400,1576980400
560830200,1915411500,1915411500
560830200,1096985300,1096985300
560830200,2036315000,2036315000
560830200,1992307600,1992307600
560830200,1631650300,1631650300
560830200,1208189800,1208189800
560830200,1047611400,1047611400
560830200,989640770,989640770
560830200,1071055700,1071055700
560830200,1121845100,1121845100
560709950,563294460,563294460
545703900,1063378600,1063378600
545703900,939439550,939439550
545703900,1082427300,1082427300
545703900,1074655200,1074655200
545703900,1079962100,1079962100
545643800,769498400,769498400
545643800,1347960600,1347960600
545643800,956515840,956515840
545643800,1267987100,1267987100
545643800,836161700,836161700
545643800,1455215400,1455215400
545643800,2656957000,2656957000
545643800,1698040300,1698040300
545643800,1161178900,1161178900
545643800,1086082000,1086082000
545643800,1748280700,1748280700
545643800,1403808600,1403808600
545643800,1017119500,1017119500
545643800,1524901900,1524901900
545643800,1051187900,1051187900
545643800,1723985800,1723985800
545643800,1557511700,1557511700
545643800,2739117800,2739117800
545643800,1181750100,1181750100
545643800,1165434900,1165434900
545643800,1165279900,1165279900
545643800,1090134700,1090134700
545643800,1179078000,1179078000
545643800,1272476900,1272476900
545643800,2376161800,2376161800
545643800,1672538500,1672538500
545643800,1319880100,1319880100
545643800,1680090000,1680090000
545643800,1283070600,1283070600
545643800,1137758000,1137758000
545643800,1134408000,1134408000
545643800,2441563100,2441563100
545643800,1034798000,1034798000
545643800,1044679000,1044679000
545643800,1305924600,1305924600
545643800,1387985000,1387985000
545643800,1088059400,1088059400
545643800,1501407000,1501407000
545643800,2200066600,2200066600
545643800,1002682500,1002682500
545643800,1117905400,1117905400
545643800,1434220300,1434220300
545643800,973663900,973663900
545643800,1064070800,1064070800
545643800,972336600,972336600
545643800,1326243100,1326243100
545643800,1705641900,1705641900
545643800,1022705000,1022705000
545643800,920640900,920640900
545643800,997468300,997468300
545643800,1013947140,1013947140
545643800,1065099400,1065099400
545643800,1083408600,1083408600
545643800,1023808640,1023808640
545643800,2260249000,2260249000
545643800,1736155300,1736155300
545643800,2314100500,2314100500
545643800,2328319700,2328319700
545643800,1312399700,1312399700
545643800,1210281900,1210281900
545643800,968244030,968244030
545643800,1155921900,1155921900
545643800,1236694800,1236694800
545643800,1118466700,1118466700
545643800,1646801300,1646801300
545643800,2091780900,2091780900
544882900,727034900,727034900
544882900,942389570,942389570
544882900,1119628400,1119628400
544882900,1224679600,1224679600
544882900,1498954500,1498954500
544882900,1272975100,1272975100
544882900,1124535900,1124535900
544882900,1649772800,1649772800
544882900,2029984400,2029984400
544882900,1014686500,1014686500
544882900,2570192600,2570192600
544882900,1070116350,1070116350
544882900,1201008900,1201008900
544882900,1129837400,1129837400
544882900,1531980400,1531980400
544882900,1314081500,1314081500
544882900,990139840,990139840
544882900,1711771300,1711771300
544882900,1434476800,1434476800
544882900,1055390200,1055390200
544882900,1143179800,1143179800
544882900,1120689700,1120689700
544882900,1555195000,1555195000
544882900,1032133250,1032133250
544882900,978159500,978159500
