time0,eta0,time1,eta1,time2,eta2,time3,eta3,time4,eta4,time5,eta5,time6,eta6,time7,eta7,time8,eta8,time9,eta9,time10,eta10,time11,eta11,time12,eta12,time13,eta13,time14,eta14,time15,eta15,time16,eta16,time17,eta17,time18,eta18,time19,eta19,time20,eta20,time21,eta21,time22,eta22,time23,eta23,time24,eta24,time25,eta25,time26,eta26,time27,eta27,time28,eta28,time29,eta29,time30,eta30,time31,eta31,time32,eta32,time33,eta33,time34,eta34
0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2
0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2,0.0,349.2
5.333333333333333,176.4,5.666666666666667,165.6,6.0,154.8,5.0,187.2,5.333333333333333,176.4,5.666666666666667,165.6,6.0,154.8,5.0,187.2,9.741666666666667,176.4,10.541666666666666,165.6,6.0,154.8,5.0,187.2,5.333333333333333,176.4,5.666666666666667,165.6,6.0,154.8,5.0,187.2,5.333333333333333,176.4,5.666666666666667,165.6,6.213403589659147,154.8,5.0,187.2,5.333333333333333,176.4,5.666666666666667,165.6,6.0,154.8,5.375,187.2,5.741666666666666,176.4,6.075,165.6,6.375,154.8,10.208333333333334,187.2,15.608333333333334,176.4,21.368333333333332,165.6,6.588403589659147,154.8,5.0,187.2,5.333333333333333,176.4,5.666666666666667,165.6,6.0,154.8
5.333333333333333,176.4,5.666666666666667,165.6,6.0,154.8,5.0,187.2,5.333333333333333,176.4,5.666666666666667,165.6,6.0,154.8,10.208333333333334,343.45000000000005,10.541666666666666,200.39999999999998,10.875,175.60000000000002,6.213403589659147,348.99726658982365,5.0,187.2,5.333333333333333,176.4,5.666666666666667,165.6,6.0,154.8,5.375,198.45,5.708333333333333,187.65,6.041666666666667,176.85,6.375,301.85273341017637,5.0,187.2,5.333333333333333,176.4,5.666666666666667,165.6,6.0,154.8,9.25,303.45,9.583333333333334,291.65000000000003,9.916666666666666,280.84999999999997,6.588403589659147,348.99726658982365,15.608333333333334,349.2,21.368333333333332,349.19999999999993,22.658333333333335,204.30000000000007,6.801807179318294,348.99726658982365,5.0,187.2,5.333333333333333,176.4,5.666666666666667,165.6,6.0,154.8
6.408333333333333,176.4,8.075,165.6,7.015210768977441,154.8,9.25,187.2,9.583333333333334,176.4,10.075,165.6,6.801807179318294,154.8,12.416666666666666,328.06000000000006,11.016666666666667,185.00999999999993,13.116666666666667,160.21000000000004,13.116666666666667,333.80999999999983,8.408333333333333,187.2,9.116666666666667,176.4,9.45,165.6,7.886271200395191,154.8,6.041666666666667,184.40999999999997,6.141666666666667,173.61,6.858333333333333,162.81,6.808333333333334,287.9662500000002,5.225,187.2,5.708333333333333,176.4,6.358333333333333,165.6,6.225,154.8,10.616666666666667,287.79,11.75,275.99000000000007,12.083333333333334,265.18999999999994,11.416666666666666,333.53999999999985,23.0,316.53000000000003,23.0,327.3299999999999,23.0,193.23000000000013,23.0,348.92999999999984,7.025,187.2,7.383333333333334,176.4,7.983333333333333,165.6,7.672867610736044,154.8
8.075,226.39999999999998,8.408333333333333,175.60000000000002,7.228614358636587,348.99726658982365,9.741666666666667,201.95,10.075,191.14999999999998,10.408333333333333,175.60000000000002,7.015210768977441,348.99726658982365,12.783333333333333,339.06000000000006,13.116666666666667,248.00999999999993,13.45,170.21,13.783333333333333,353.80999999999983,9.116666666666667,208.45000000000002,9.45,186.39999999999998,9.783333333333333,175.60000000000002,8.099674790054339,348.99726658982445,6.358333333333333,193.90999999999997,6.691666666666666,190.11,7.025,167.81,7.358333333333333,304.4662500000002,5.741666666666666,202.7,6.075,187.40000000000003,6.408333333333333,167.1,6.4384035896591465,348.99726658982365,11.75,321.79,12.083333333333334,285.99000000000007,12.416666666666666,275.1899999999999,11.93866666666667,349.2,23.0,316.53000000000003,23.0,327.3299999999999,23.0,193.23000000000013,23.0,348.92999999999984,7.383333333333334,197.95,7.716666666666667,186.4,8.05,167.60000000000002,7.886271200395191,348.99726658982365
10.408333333333333,212.35999999999996,10.875,161.56,10.95,335.1599999999998,15.483333333333333,15.920000000000044,15.849193150008233,5.119999999999976,16.226908721664195,0.0,19.016666666666666,163.16999999999982,15.258333333333333,323.13000000000005,16.083333333333332,232.07999999999998,13.941666666666666,154.28,16.75,337.8799999999998,11.283333333333333,190.63000000000005,16.569,168.57999999999996,18.35,157.78,18.683333333333334,331.3800000000007,7.191666666666666,179.86999999999995,7.375,176.07,7.458333333333333,153.77000000000004,7.858333333333333,290.42625000000015,6.691666666666666,186.76999999999998,6.566666666666666,171.47000000000006,7.228614358636587,151.17,7.708333333333333,333.2699999999998,13.783333333333333,305.86,14.258333333333333,270.0600000000001,14.591666666666667,259.2599999999999,14.925,333.27,23.991666666666667,316.53000000000003,23.991666666666667,327.3299999999999,23.991666666666667,193.23000000000013,23.991666666666667,348.92999999999984,8.316666666666666,192.01000000000002,8.65,180.46,8.983333333333333,161.66000000000008,9.216666666666667,343.2599999999998
10.616666666666667,218.60999999999999,10.95,163.80999999999997,11.283333333333333,345.1599999999998,15.849193150008233,348.8524331741595,16.226908721664195,348.8411702069253,16.610244799385256,348.83583072616597,21.908333333333335,249.9199999999999,15.808333333333334,339.63000000000005,16.141666666666666,233.82999999999998,14.15564108897305,348.99672429880945,16.808333333333334,339.6299999999998,16.569,349.20000000000005,18.35,222.01000000000002,18.683333333333334,167.77999999999997,19.016666666666666,341.3800000000006,7.375,185.36999999999995,7.708333333333333,186.07,7.672867610736044,348.9961924364671,8.375,305.92625000000015,6.858333333333333,191.76999999999998,7.191666666666666,190.22000000000006,7.4460027992754805,348.9934809813927,7.858333333333333,337.7699999999998,14.258333333333333,320.11,14.591666666666667,280.0600000000001,14.925,269.2599999999999,15.258333333333333,343.2699999999999,24.0,316.53000000000003,24.0,327.3299999999999,24.0,193.23000000000013,24.0,348.92999999999984,8.35,193.01000000000002,8.683333333333334,181.46,9.016666666666667,162.66000000000014,9.35,347.2599999999998
11.93866666666667,206.19,11.333333333333334,151.38999999999993,13.45,332.73999999999984,23.0,281.4300000000008,23.0,292.2299999999985,23.0,303.03000000000094,23.0,214.54999999999995,18.25,327.4800000000001,17.025,221.67999999999998,18.625,337.0500000000005,18.958333333333332,327.47999999999985,19.291666666666668,330.03,19.591666666666665,202.8400000000001,19.275,148.61,20.458333333333332,322.21000000000055,8.35,173.75999999999993,8.683333333333334,174.45999999999998,9.016666666666667,337.58999999999963,9.35,294.3162500000002,7.716666666666667,180.15999999999997,8.05,178.61000000000004,8.516666666666667,337.58999999999963,8.85,326.1599999999998,16.808333333333334,306.34,17.25,266.2900000000001,17.583333333333332,255.48999999999992,17.916666666666668,329.4999999999999,nan,nan,nan,nan,nan,nan,nan,nan,9.55,177.89000000000001,9.916666666666666,166.34,9.483333333333333,147.5400000000002,10.433333333333334,332.1399999999998
13.116666666666667,241.52999999999992,11.550480267852242,348.99371041220627,13.783333333333333,342.73999999999984,23.0,281.4300000000008,23.0,292.2299999999985,23.0,303.03000000000094,23.0,214.54999999999995,18.291666666666668,328.73000000000013,18.625,269.68,18.958333333333332,347.05000000000047,19.291666666666668,337.4799999999999,20.125,355.0299999999999,20.458333333333332,228.8400000000001,19.49519869367144,348.9908112410122,21.125,342.2100000000006,8.516666666666667,178.75999999999996,8.85,179.45999999999995,9.183333333333334,342.58999999999963,9.516666666666667,299.31625000000025,7.983333333333333,188.15999999999997,8.316666666666666,186.61,8.65,341.58999999999963,8.983333333333333,330.1599999999998,17.25,319.59,17.583333333333332,276.29,17.916666666666668,265.49,18.25,339.49999999999983,nan,nan,nan,nan,nan,nan,nan,nan,9.6,179.39,9.933333333333334,166.84000000000003,9.704706624951973,348.98969537296273,10.6,337.1399999999998
